Years of Experience,Salary Average,Education Level
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
9.0,140000.0,Bachelor's Degree
6.0,95000.0,Bachelor's Degree
11.0,160000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
10.0,130000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,110000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
12.0,150000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
10.0,130000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,110000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
12.0,150000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
10.0,130000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,110000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
12.0,150000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
10.0,130000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,110000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
12.0,150000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
4.0,80000.0,Bachelor's Degree
10.0,130000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,110000.0,Bachelor's Degree
,,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
13.0,160000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
13.0,160000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
13.0,160000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
13.0,160000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
13.0,160000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
13.0,160000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
13.0,160000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
3.0,55000.0,Bachelor's Degree
13.0,160000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
3.0,85000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
8.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
9.0,130000.0,Bachelor's Degree
7.0,100000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
6.0,100000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,55000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,100000.0,Bachelor's Degree
0.0,40000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,75000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
15.0,200000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,110000.0,Bachelor's Degree
16.0,210000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
3.0,75000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
11.0,150000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,100000.0,Bachelor's Degree
0.0,40000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,75000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
15.0,200000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,110000.0,Bachelor's Degree
16.0,210000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
11.0,150000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
5.0,80000.0,Bachelor's Degree
2.0,65000.0,Bachelor's Degree
7.0,100000.0,Bachelor's Degree
0.0,40000.0,Bachelor's Degree
6.0,110000.0,Bachelor's Degree
3.0,75000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
15.0,200000.0,Bachelor's Degree
1.0,50000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,110000.0,Bachelor's Degree
16.0,210000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,70000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,90000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,200000.0,Bachelor's Degree
4.0,65000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
12.0,160000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,50000.0,Bachelor's Degree
5.0,85000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
8.0,115000.0,Bachelor's Degree
0.0,40000.0,Bachelor's Degree
6.0,115000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
15.0,210000.0,Bachelor's Degree
1.0,45000.0,Bachelor's Degree
3.0,70000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
3.0,60000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,70000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
3.0,80000.0,Bachelor's Degree
1.0,60000.0,Bachelor's Degree
5.0,95000.0,Bachelor's Degree
3.0,65000.0,Bachelor's Degree
7.0,120000.0,Bachelor's Degree
16.0,215000.0,Bachelor's Degree
2.0,55000.0,Bachelor's Degree
4.0,75000.0,Bachelor's Degree
2.0,45000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
4.0,60000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
11.0,110000.0,Bachelor's Degree
3.0,40000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
4.0,60000.0,Bachelor's Degree
2.0,35000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
11.0,110000.0,Bachelor's Degree
1.0,30000.0,Bachelor's Degree
15.0,150000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
3.0,40000.0,Bachelor's Degree
10.0,100000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
3.0,50000.0,Bachelor's Degree
10.0,100000.0,Bachelor's Degree
18.0,180000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
2.0,40000.0,Bachelor's Degree
11.0,110000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
3.0,45000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,75000.0,Bachelor's Degree
4.0,55000.0,Bachelor's Degree
12.0,120000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
8.0,80000.0,Bachelor's Degree
6.0,,Bachelor's Degree
2.0,40000.0,Bachelor's Degree
5.0,70000.0,Bachelor's Degree
10.0,100000.0,Bachelor's Degree
14.0,140000.0,Bachelor's Degree
7.0,90000.0,Bachelor's Degree
1.0,35000.0,Bachelor's Degree
