Age,Gender,Education Level,Job Title,Years of Experience,Salary
43,Male,PhD,Senior Project Engineer,13,185000
41,Female,PhD,Software Engineer Manager,14,185000
43,Male,PhD,Senior Software Engineer,12,170000
42,Male,PhD,Senior Software Engineer,14,170000
48,Male,PhD,Senior Project Engineer,16,190000
49,Male,PhD,Software Engineer Manager,15,185000
44,Male,PhD,Senior Project Engineer,12,170000
56,Male,PhD,Software Engineer Manager,18,195000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
50,Male,PhD,Software Engineer Manager,16,190000
46,Male,PhD,Software Engineer Manager,14,180000
42,Male,PhD,Senior Software Engineer,14,170000
41,Male,PhD,Senior Project Engineer,12,165000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,16,190000
58,Male,PhD,Software Engineer Manager,17,200000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,18,195000
56,Male,PhD,Software Engineer Manager,17,195000
42,Male,PhD,Senior Software Engineer,14,170000
42,Male,PhD,Senior Software Engineer,14,170000
43,Male,PhD,Senior Project Engineer,13,185000
43,Male,PhD,Software Engineer Manager,13,180000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
46,Male,PhD,Software Engineer Manager,14,180000
42,Male,PhD,Senior Software Engineer,14,170000
43,Male,PhD,Senior Project Engineer,12,165000
56,Male,PhD,Software Engineer Manager,17,195000
54,Male,PhD,Software Engineer Manager,16,190000
58,Male,PhD,Software Engineer Manager,17,195000
52,Male,PhD,Software Engineer Manager,18,200000
47,Male,PhD,Senior Project Engineer,16,190000
54,Male,PhD,Software Engineer Manager,16,190000
57,Male,PhD,Software Engineer Manager,18,200000
51,Male,PhD,Software Engineer Manager,16,190000
46,Male,PhD,Software Engineer Manager,14,180000
45,Male,PhD,Senior Project Engineer,14,185000
48,Male,PhD,Senior Project Engineer,16,190000
51,Male,PhD,Software Engineer Manager,16,190000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
50,Male,PhD,Software Engineer Manager,16,190000
46,Male,PhD,Software Engineer Manager,14,180000
42,Male,PhD,Senior Software Engineer,14,170000
41,Male,PhD,Senior Project Engineer,12,165000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,16,190000
58,Male,PhD,Software Engineer Manager,17,200000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,18,195000
56,Male,PhD,Software Engineer Manager,17,195000
42,Male,PhD,Senior Software Engineer,14,170000
42,Male,PhD,Senior Software Engineer,14,170000
43,Male,PhD,Senior Project Engineer,13,185000
43,Male,PhD,Software Engineer Manager,13,180000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
40,Male,PhD,Senior Software Engineer,12,160000
54,Male,PhD,Software Engineer Manager,17,195000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,17,195000
48,Male,PhD,Senior Project Engineer,16,190000
43,Male,PhD,Senior Project Engineer,13,185000
56,Male,PhD,Software Engineer Manager,17,195000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
43,Male,PhD,Senior Project Engineer,13,185000
48,Male,PhD,Senior Project Engineer,16,190000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,17,195000
43,Male,PhD,Senior Project Engineer,13,185000
48,Male,PhD,Senior Project Engineer,16,190000
54,Male,PhD,Software Engineer Manager,17,195000
56,Female,PhD,Software Engineer Manager,18,210000
40,Male,PhD,Senior Software Engineer,12,160000
46,Male,PhD,Senior Project Engineer,16,190000
41,Female,PhD,Senior Project Engineer,11,165000
49,Male,PhD,Software Engineer Manager,15,185000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,16,190000
54,Male,PhD,Software Engineer Manager,17,195000
51,Male,PhD,Software Engineer Manager,16,190000
43,Male,PhD,Senior Project Engineer,13,185000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
40,Female,PhD,Senior Software Engineer,12,160000
42,Male,PhD,Senior Software Engineer,14,170000
43,Male,PhD,Senior Project Engineer,13,185000
43,Male,PhD,Software Engineer Manager,13,180000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
40,Male,PhD,Senior Software Engineer,12,160000
54,Male,PhD,Software Engineer Manager,17,195000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,17,195000
48,Male,PhD,Senior Project Engineer,16,190000
43,Male,PhD,Senior Project Engineer,13,185000
56,Male,PhD,Software Engineer Manager,17,195000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,17,195000
42,Male,PhD,Senior Software Engineer,14,170000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
40,Female,PhD,Senior Software Engineer,12,160000
43,Male,PhD,Senior Project Engineer,13,185000
49,Male,PhD,Software Engineer Manager,15,185000
48,Male,PhD,Senior Project Engineer,16,190000
40,Male,PhD,Senior Software Engineer,12,160000
54,Male,PhD,Software Engineer Manager,17,195000
43,Male,PhD,Senior Project Engineer,13,185000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,17,195000
48,Male,PhD,Senior Project Engineer,16,190000
43,Male,PhD,Senior Project Engineer,13,185000
56,Male,PhD,Software Engineer Manager,17,195000
54,Male,PhD,Software Engineer Manager,17,195000
49,Male,PhD,Software Engineer Manager,15,185000
54,Male,PhD,Software Engineer Manager,17,195000
42,Male,PhD,Senior Software Engineer,14,170000
41,Female,PhD,Software Engineer Manager,14,180000
42,Male,PhD,Senior Software Engineer,12,170000
55,Male,PhD,Software Engineer Manager,18,210000
47,Male,PhD,Senior Project Engineer,16,190000
44,Female,PhD,Software Engineer Manager,11,165000
50,Male,PhD,Software Engineer Manager,17,195000
46,Male,PhD,Senior Project Engineer,14,180000
43,Male,PhD,Senior Project Engineer,13,185000
40,Female,PhD,Senior Software Engineer,12,160000
41,Male,PhD,Senior Project Engineer,13,185000
55,Male,PhD,Software Engineer Manager,18,210000
47,Male,PhD,Senior Project Engineer,16,190000
44,Female,PhD,Software Engineer Manager,11,165000
50,Male,PhD,Software Engineer Manager,17,195000
46,Male,PhD,Senior Project Engineer,14,180000
43,Male,PhD,Senior Project Engineer,13,185000
40,Female,PhD,Senior Software Engineer,12,160000
41,Male,PhD,Senior Project Engineer,13,185000
55,Male,PhD,Software Engineer Manager,18,210000
47,Male,PhD,Senior Project Engineer,16,190000
44,Female,PhD,Software Engineer Manager,11,165000
50,Male,PhD,Software Engineer Manager,17,195000
46,Male,PhD,Senior Project Engineer,14,180000
43,Male,PhD,Senior Project Engineer,13,185000
40,Female,PhD,Senior Software Engineer,12,160000
41,Male,PhD,Senior Project Engineer,13,185000
55,Male,PhD,Software Engineer Manager,18,210000
47,Male,PhD,Senior Project Engineer,16,190000
44,Female,PhD,Software Engineer Manager,11,165000
50,Male,PhD,Software Engineer Manager,17,195000
46,Male,PhD,Senior Project Engineer,14,180000
43,Male,PhD,Senior Project Engineer,13,185000
40,Female,PhD,Senior Software Engineer,12,160000
41,Male,PhD,Senior Project Engineer,13,185000
55,Male,PhD,Software Engineer Manager,18,210000
47,Male,PhD,Senior Project Engineer,16,190000
44,Female,PhD,Software Engineer Manager,11,165000
50,Male,PhD,Software Engineer Manager,17,195000
46,Male,PhD,Senior Project Engineer,14,180000
43,Male,PhD,Senior Project Engineer,13,185000
40,Female,PhD,Senior Software Engineer,12,160000
41,Male,PhD,Senior Project Engineer,13,185000
55,Male,PhD,Software Engineer Manager,18,210000
47,Male,PhD,Senior Project Engineer,16,190000
44,Female,PhD,Software Engineer Manager,11,165000
50,Male,PhD,Software Engineer Manager,17,195000
46,Male,PhD,Senior Project Engineer,14,180000
43,Male,PhD,Senior Project Engineer,13,185000
40,Female,PhD,Senior Software Engineer,12,160000
41,Male,PhD,Senior Project Engineer,13,185000
55,Male,PhD,Software Engineer Manager,18,210000
51,Male,PhD,Senior Project Engineer,19,200000
43,Female,PhD,Senior Project Engineer,14,190000
48,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,18,195000
45,Male,PhD,Senior Project Engineer,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
42,Male,PhD,Software Engineer Manager,14,190000
49,Female,PhD,Senior Project Engineer,17,195000
45,Male,PhD,Software Engineer Manager,16,185000
46,Male,PhD,Senior Project Engineer,15,180000
50,Male,PhD,Senior Project Engineer,18,195000
44,Female,PhD,Senior Project Engineer,14,190000
47,Male,PhD,Software Engineer Manager,16,185000
51,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
50,Male,PhD,Senior Project Engineer,18,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
43,Male,PhD,Senior Project Engineer,15,180000
44,Female,PhD,Senior Project Engineer,16,190000
48,Male,PhD,Software Engineer Manager,18,200000
49,Female,PhD,Senior Project Engineer,19,210000
50,Male,PhD,Senior Project Engineer,18,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Female,PhD,Senior Project Engineer,16,185000
50,Male,PhD,Software Engineer Manager,20,210000
44,Female,PhD,Senior Project Engineer,16,190000
48,Male,PhD,Software Engineer Manager,19,200000
49,Female,PhD,Senior Project Engineer,19,210000
50,Male,PhD,Senior Project Engineer,18,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
46,Male,PhD,Software Engineer Manager,16,185000
50,Male,PhD,Senior Project Engineer,19,200000
45,Male,PhD,Senior Project Engineer,16,185000
49,Male,PhD,Senior Project Engineer,17,195000
43,Female,PhD,Senior Project Engineer,14,190000
44,Male,PhD,Senior Data Scientist,15,180000
46,Female,PhD,Director of Data Science,20,220000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
25,Male,PhD,Software Engineer Manager,12,169159
52,Male,PhD,Software Engineer Manager,23,161568
57,Female,PhD,Full Stack Engineer,30,121450
60,Female,PhD,Software Engineer Manager,33,179180
57,Female,PhD,Software Engineer Manager,33,191790
53,Male,PhD,Software Engineer Manager,25,181714
23,Male,PhD,Software Engineer Manager,1,119836
60,Female,PhD,Software Engineer Manager,34,188651
44,Male,PhD,Software Engineer Manager,19,172955
41,Female,PhD,Software Engineer Manager,13,138662
54,Male,PhD,Software Engineer Manager,28,188484
48,Male,PhD,Full Stack Engineer,23,181021
29,Female,PhD,Full Stack Engineer,5,98568
25,Male,PhD,Software Engineer Manager,12,169159
52,Male,PhD,Software Engineer Manager,23,161568
57,Female,PhD,Full Stack Engineer,30,121450
60,Female,PhD,Software Engineer Manager,33,179180
57,Female,PhD,Software Engineer Manager,33,191790
53,Male,PhD,Software Engineer Manager,25,181714
23,Male,PhD,Software Engineer Manager,1,119836
60,Female,PhD,Software Engineer Manager,34,188651
44,Male,PhD,Software Engineer Manager,19,172955
41,Female,PhD,Software Engineer Manager,13,138662
54,Male,PhD,Software Engineer Manager,28,188484
48,Male,PhD,Full Stack Engineer,23,181021
29,Female,PhD,Full Stack Engineer,5,98568
46,Female,PhD,Software Engineer Manager,23,168304
55,Female,PhD,Software Engineer Manager,30,183138
43,Female,PhD,Software Engineer Manager,19,155944
52,Female,PhD,Software Engineer Manager,29,194214
24,Male,PhD,Software Engineer Manager,1,106132
47,Male,PhD,Software Engineer Manager,21,173582
38,Female,PhD,Software Engineer Manager,15,144496
44,Female,PhD,Software Engineer Manager,18,161621
23,Male,PhD,Software Engineer Manager,0,52612
52,Male,PhD,Software Engineer Manager,26,185462
54,Female,PhD,Software Engineer Manager,31,191818
29,Male,PhD,Software Engineer Manager,6,106662
39,Female,PhD,Software Engineer Manager,13,143814
51,Male,PhD,Software Engineer Manager,26,191159
52,Female,PhD,Software Engineer Manager,27,180958
56,Female,PhD,Software Engineer Manager,31,197354
38,Male,PhD,Software Engineer Manager,12,141735
44,Female,PhD,Software Engineer Manager,18,157872
45,Female,PhD,Software Engineer Manager,23,172925
23,Male,PhD,Software Engineer Manager,1,579
41,Male,PhD,Data Scientist,15,190000
46,Male,PhD,Director of Data Science,20,220000
38,Male,PhD,Senior Data Scientist,13,170000
44,Male,PhD,Director of Data Science,18,210000
41,Male,PhD,Senior Data Scientist,16,190000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
46,Female,PhD,Software Engineer Manager,21,174821
55,Female,PhD,Software Engineer Manager,29,190543
43,Female,PhD,Software Engineer Manager,19,156486
52,Female,PhD,Software Engineer Manager,29,194778
24,Male,PhD,Software Engineer Manager,1,106686
47,Male,PhD,Software Engineer Manager,21,174985
38,Female,PhD,Software Engineer Manager,15,145052
44,Female,PhD,Software Engineer Manager,18,162454
23,Male,PhD,Software Engineer Manager,0,52612
52,Male,PhD,Software Engineer Manager,26,185982
54,Female,PhD,Software Engineer Manager,32,191510
49,Female,PhD,Software Engineer Manager,22,178684
23,Male,PhD,Software Engineer Manager,0,52779
52,Male,PhD,Software Engineer Manager,27,190596
54,Female,PhD,Software Engineer Manager,32,191267
49,Female,PhD,Software Engineer Manager,22,178684
23,Male,PhD,Software Engineer Manager,0,52779
52,Male,PhD,Software Engineer Manager,27,190596
54,Female,PhD,Software Engineer Manager,32,191267
46,Female,PhD,Software Engineer Manager,21,174821
55,Female,PhD,Software Engineer Manager,29,190543
43,Female,PhD,Software Engineer Manager,19,156486
52,Female,PhD,Software Engineer Manager,29,194778
24,Male,PhD,Software Engineer Manager,1,106686
47,Male,PhD,Software Engineer Manager,21,174985
38,Female,PhD,Software Engineer Manager,15,145052
44,Female,PhD,Software Engineer Manager,18,162454
23,Male,PhD,Software Engineer Manager,0,52612
52,Male,PhD,Software Engineer Manager,26,185982
54,Female,PhD,Software Engineer Manager,32,191510
49,Female,PhD,Software Engineer Manager,22,178684
23,Male,PhD,Software Engineer Manager,0,52779
52,Male,PhD,Software Engineer Manager,27,190596
54,Female,PhD,Software Engineer Manager,32,191267
49,Female,PhD,Software Engineer Manager,22,178684
23,Male,PhD,Software Engineer Manager,0,52779
52,Male,PhD,Software Engineer Manager,27,190596
54,Female,PhD,Software Engineer Manager,32,191267
46,Female,PhD,Software Engineer Manager,21,174821
55,Female,PhD,Software Engineer Manager,29,190543
43,Female,PhD,Software Engineer Manager,19,156486
52,Female,PhD,Software Engineer Manager,29,194778
24,Male,PhD,Software Engineer Manager,1,106686
47,Male,PhD,Software Engineer Manager,21,174985
38,Female,PhD,Software Engineer Manager,15,145052
44,Female,PhD,Software Engineer Manager,18,162454
23,Male,PhD,Software Engineer Manager,0,52612
52,Male,PhD,Software Engineer Manager,26,185982
54,Female,PhD,Software Engineer Manager,32,191510
48,Male,PhD,Software Engineer Manager,23,188288
41,Male,PhD,Software Engineer Manager,15,148727
45,Male,PhD,Software Engineer Manager,21,170226
54,Male,PhD,Software Engineer Manager,30,184660
45,Female,PhD,Senior Project Engineer,21,181285
48,Male,PhD,Software Engineer Manager,24,192211
54,Male,PhD,Software Engineer Manager,28,182013
48,Male,PhD,Senior Software Engineer,26,194638
41,Male,PhD,Software Engineer Manager,16,151310
42,Male,PhD,Director of Data Science,12,170000
41,Female,PhD,Senior Data Scientist,16,200000
36,Male,PhD,Director of Data Science,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
48,Male,PhD,Director of Data Science,18,210000
41,Female,PhD,Director of Data Science,16,200000
36,Male,PhD,Senior Data Scientist,12,170000
33,Male,PhD,Director of HR,9,120000
42,Male,PhD,Director of HR,16,140000
39,Female,PhD,Director of HR,13,130000
45,Male,PhD,Senior Human Resources Manager,12,120000
46,Male,PhD,Director of HR,15,150000
43,Female,PhD,Director of HR,14,140000
40,Male,PhD,Director of HR,13,135000
44,Female,PhD,Senior Human Resources Manager,12,120000
38,Male,PhD,Senior Human Resources Manager,11,115000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,12,120000
44,Female,PhD,Director of HR,14,140000
45,Male,PhD,Director of HR,13,135000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,11,115000
44,Female,PhD,Director of HR,13,135000
45,Male,PhD,Director of HR,14,140000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,11,115000
44,Female,PhD,Director of HR,13,135000
45,Male,PhD,Director of HR,14,140000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,11,115000
44,Female,PhD,Director of HR,13,135000
45,Male,PhD,Director of HR,14,140000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,11,115000
45,Male,PhD,Senior Human Resources Manager,12,120000
46,Male,PhD,Director of HR,15,150000
43,Female,PhD,Director of HR,14,140000
40,Male,PhD,Director of HR,13,135000
44,Female,PhD,Senior Human Resources Manager,12,120000
38,Male,PhD,Senior Human Resources Manager,11,115000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,12,120000
44,Female,PhD,Director of HR,14,140000
45,Male,PhD,Director of HR,13,135000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,11,115000
44,Female,PhD,Director of HR,13,135000
45,Male,PhD,Director of HR,14,140000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,11,115000
44,Female,PhD,Director of HR,13,135000
45,Male,PhD,Director of HR,14,140000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,11,115000
44,Female,PhD,Director of HR,13,135000
45,Male,PhD,Director of HR,14,140000
43,Female,PhD,Senior Human Resources Manager,15,150000
37,Male,PhD,Director of HR,11,115000
43,Male,PhD,Data Scientist,15,150000
42,Male,PhD,Data Scientist,12,130000
45,Male,PhD,Data Scientist,18,180000
44,Male,PhD,Data Scientist,16,160000
42,Male,PhD,Data Scientist,13,140000
45,Male,PhD,Data Scientist,18,180000
44,Male,PhD,Data Scientist,16,160000
42,Male,PhD,Data Scientist,13,140000
45,Male,PhD,Data Scientist,18,180000
44,Male,PhD,Data Scientist,16,160000
42,Male,PhD,Data Scientist,13,140000
45,Male,PhD,Data Scientist,18,180000
44,Male,PhD,Data Scientist,16,160000
42,Male,PhD,Data Scientist,13,140000
45,Male,PhD,Data Scientist,18,180000
44,Male,PhD,Data Scientist,16,160000
42,Male,PhD,Data Scientist,13,140000
45,Male,PhD,Data Scientist,18,180000
44,Male,PhD,Data Scientist,16,160000
42,Male,PhD,Data Scientist,13,140000
45,Male,PhD,Data Scientist,18,180000
44,Male,PhD,Data Scientist,16,160000
